Name;Platform;Year;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales
Frogs And Flies;2600;1981.00;Action;Mattel Interactive;0.33;0.02;0;0
Sushi Go-Round;Wii;2010.00;Simulation;Asylum Entertainment;0.05;0;0;0
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special;PSV;2015.00;Role-Playing;Compile Heart;0;0;0.03;0
NBA 2K11;PS3;2010.00;Action;Take-Two Interactive;1.41;0.21;0.03;0.16
Salt Lake 2002;PS2;2002.00;Sports;Eidos Interactive;0.07;0.05;0;0.02
Shin Chan: Â¡Aventuras de Cine!;DS;2008.00;Platform;505 Games;0;0;0.15;0
I Love Beauty: Hollywood Makeover;DS;2009.00;Misc;City Interactive;0.06;0;0;0
Mortal Kombat Trilogy;PS;1996.00;Fighting;GT Interactive;1.98;0.7;0;0.11
Baseball;GB;1989.00;Sports;Nintendo;0.66;0.27;0.65;0.03
Heart no Kuni no Alice;PS2;2008.00;Adventure;Prototype;0;0;0.01;0
Guitar Hero III: Legends of Rock;PS2;2007.00;Misc;Activision;3.49;0.01;0.01;1.48
Winning Post 7: Maximum 2007;PS2;2007.00;Sports;Tecmo Koei;0;0;0.02;0
Elminage Original: Majo to Megami to Kamigami no Yubiwa;PSP;2011.00;Role-Playing;Starfish;0;0;0.02;0
Just Dance 4;PS3;2012.00;Misc;Ubisoft;0.26;0.12;0;0.06
Advent Rising;XB;2005.00;Action;THQ;0.1;0.03;0;0
The Sims 3: Generations;PC;2011.00;Simulation;Electronic Arts;0.4;0.23;0;0
The Wild West;DS;2007.00;Action;Majesco Entertainment;0.01;0;0;0
Medieval Moves: Deadmund's Quest;PS3;2011.00;Action;Sony Computer Entertainment;0.13;0.12;0;0.05
Karaoke Revolution Presents American Idol Encore;X360;2008.00;Misc;Konami Digital Entertainment;0.1;0;0;0.01
Need for Speed: Most Wanted;PC;2005.00;Racing;Electronic Arts;0.02;0.23;0;0.05
Shark Tale;GC;2004.00;Action;Activision;0.23;0.06;0;0.01
Rooms: The Main Building;Wii;2010.00;Adventure;Hudson Soft;0.06;0;0;0
Pilotwings;SNES;1990.00;Simulation;Nintendo;0.46;0.17;0.48;0.02
Amnesia Crowd;PSP;2013.00;Misc;Idea Factory;0;0;0.05;0
Gacharoku;PS2;2002.00;Misc;Sony Computer Entertainment;0;0;0.03;0
BioShock;PS3;2008.00;Shooter;Take-Two Interactive;0.75;0.49;0.01;0.21
Eat Lead: The Return of Matt Hazard;X360;2009.00;Shooter;D3Publisher;0.1;0.01;0;0.01
Farming Simulator 2013;X360;2013.00;Simulation;Focus Home Interactive;0.22;0.13;0;0.03
The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies;GC;2004.00;Action;THQ;0.22;0.06;0;0.01
Shrek Smash n' Crash Racing;PSP;2006.00;Racing;Activision;0.08;0;0;0.01
Magical Tetris Challenge;N64;1997.00;Puzzle;Activision;0.13;0.02;0.05;0
Tony Hawk's Project 8;X360;2006.00;Sports;Activision;0.44;0.02;0;0.04
FIFA Soccer 2003 (weekly jp sales);PS2;2002.00;Sports;Electronic Arts;0;0;0.04;0
Naruto: Ultimate Ninja Heroes 2 - The Phantom Fortress;PSP;2006.00;Fighting;Atari;0.14;0;0;0.01
Clockwork Knight;SAT;1994.00;Platform;Sega;0;0;0.09;0
Dungeon Raiders;DS;2009.00;Role-Playing;Focus Home Interactive;0.05;0;0;0
"Myself; Yourself";PS2;2007.00;Adventure;Yeti;0;0;0.01;0
Duke Nukem 64;N64;1997.00;Shooter;GT Interactive;0.35;0.08;0;0.01
Lemony Snicket's A Series of Unfortunate Events;GC;2004.00;Platform;Activision;0.2;0.05;0;0.01
The Fairly Odd Parents: Shadow Showdown;PS2;2004.00;Platform;THQ;0.17;0.13;0;0.04
God of War II;PS2;2007.00;Action;Sony Computer Entertainment;2.32;0.04;0.04;1.67
Paragon;PS4;2016.00;Action;Epic Games;0.01;0;0;0
Jackass the Game;PSP;2007.00;Action;Empire Interactive;0.09;0.08;0;0.05
Mike Piazza's Strike Zone;N64;1998.00;Sports;GT Interactive;0.05;0.01;0;0
Super Mario RPG: Legend of the Seven Stars;SNES;1996.00;Role-Playing;Nintendo;0.66;0;1.45;0.03
WWE 2K14;PS3;2013.00;Sports;Take-Two Interactive;0.49;0.49;0;0.21
Super Monkey Ball 3D;3DS;2011.00;Action;Sega;0.26;0.15;0.05;0.04
Capcom Classics Collection Remixed;PSP;2006.00;Misc;Capcom;0.27;0;0;0.03
Summer Sports 2: Island Sports Party;Wii;2008.00;Sports;Ubisoft;0.24;0;0;0.02
Super Robot Taisen EX;SNES;1994.00;Strategy;Banpresto;0;0;0.37;0
Order Up!!;3DS;2011.00;Action;Funbox Media;0;0.01;0;0
2 Games in 1: Disney's Brother Bear / The Lion King 1 1/2;GBA;2005.00;Action;THQ;0.22;0.08;0;0.01
World Cup of Pool;DS;2009.00;Sports;Midas Interactive Entertainment;0.06;0;0;0
Kimi ni Todoke: Tsutaeru Kimochi;DS;2011.00;Adventure;Banpresto;0;0;0.05;0
Antz Extreme Racing;PS2;2002.00;Racing;Empire Interactive;0.02;0.02;0;0.01
Hallowed Legends: Samhain;PC;2011.00;Adventure;Focus Home Interactive;0;0.02;0;0.01
NBA Jam;GEN;1992.00;Sports;Arena Entertainment;1.75;0.25;0;0.05
Dino Master: Dig Discover Duel;DS;2005.00;Strategy;Majesco Entertainment;0.06;0;0;0
Dynasty Warriors 8: Xtreme Legends;PS4;2014.00;Action;Tecmo Koei;0.09;0.11;0.06;0.04
Senran Kagura: Estival Versus;PS4;2015.00;Action;Marvelous Interactive;0.07;0;0.08;0.02
Rising Zan: The Samurai Gunman;PS;1998.00;Action;Agetec;0.01;0.01;0;0
Front Mission 4;PS2;2003.00;Strategy;Square Enix;0.14;0.11;0.25;0.04
Chili Con Carnage;PSP;2007.00;Shooter;Eidos Interactive;0;0.02;0;0.01
Higurashi no Naku Koro ni Iki;PS3;2015.00;Action;Kaga Create;0;0;0.01;0
NFL Xtreme 2;PS;1999.00;Sports;989 Studios;0.27;0.18;0;0.03
ZhuZhu Pets: Quest for Zhu;DS;2011.00;Misc;Activision;0.07;0;0;0.01
LEGO Star Wars: The Video Game;PC;2005.00;Action;Eidos Interactive;0;0.01;0;0
Hitman Trilogy;PS2;2007.00;Action;Eidos Interactive;0.05;0.04;0;0.01
Space Channel 5 Special Edition;PS2;2003.00;Misc;Agetec;0.04;0.03;0;0.01
Sands of Destruction;DS;2008.00;Role-Playing;Sega;0.09;0;0.13;0.01
Shining Hearts;PSP;2010.00;Role-Playing;Sega;0;0;0.2;0
Battle Fantasia;X360;2008.00;Fighting;505 Games;0.07;0;0.01;0.01
Simple 2000 Series Vol. 120: The Saigo no Nippon Tsuwamono;PS2;2007.00;Strategy;D3Publisher;0;0;0.01;0
Naruto: Powerful Shippuden;3DS;2012.00;Platform;Namco Bandai Games;0.08;0.02;0.04;0.01
Tokyo Friend Park II DS;DS;2006.00;Misc;Rocket Company;0;0;0.02;0
Pirates: Duels on the High Seas;DS;2008.00;Action;Oxygen Interactive;0.03;0;0;0
The Typing of the Dead;DC;2000.00;Shooter;Sega;0;0;0.05;0
Future Tactics: The Uprising;XB;2004.00;Strategy;JoWood Productions;0.02;0.01;0;0
Worms Armageddon;PS;1999.00;Strategy;Microprose;0.18;0.81;0;0.08
Robots;DS;2005.00;Action;Vivendi Games;0.12;0.01;0;0.01
Crisis Core: Final Fantasy VII;PSP;2007.00;Role-Playing;Square Enix;1.35;0.6;0.8;0.44
Virtua Fighter 4;PS2;2002.00;Fighting;Sega;0.78;0.44;0.56;0.04
Mercury Meltdown;PSP;2006.00;Action;Atari;0.05;0.01;0;0.01
Wings of War;XB;2004.00;Simulation;Take-Two Interactive;0.05;0.01;0;0
Manhunt 2;PSP;2007.00;Action;Take-Two Interactive;0.04;0.18;0;0.1
FIFA Soccer 10;PS2;2009.00;Sports;Electronic Arts;0.23;0.24;0;1.23
Silent Hill: Shattered Memories;PSP;2010.00;Action;Konami Digital Entertainment;0.09;0.13;0.01;0.08
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban;PS;2000.00;Sports;Konami Digital Entertainment;0;0;0.27;0.02
LEGO Jurassic World;PS4;2015.00;Action;Warner Bros. Interactive Entertainment;0.32;0.42;0.01;0.14
Vehicular Combat League presents Motor Mayhem;PS2;2001.00;Racing;Atari;0.08;0.06;0;0.02
Puyo Puyo!! 20th Anniversary;DS;2011.00;Puzzle;Sega;0;0;0.14;0
Unreal Tournament 2004;PC;2004.00;Shooter;Atari;0;0.01;0;0
Band Hero;PS2;2009.00;Misc;Activision;0.15;0.06;0;0.2
Houkago Shounen;DS;2008.00;Misc;Konami Digital Entertainment;0;0;0.05;0
Ridge Racer;PSV;2011.00;Racing;Namco Bandai Games;0.04;0.08;0.05;0.03
Tomoyo After: It's a Wonderful Life CS Edition;PS2;2007.00;Adventure;Prototype;0;0;0.01;0
Kinect Sports;X360;2010.00;Sports;Microsoft Game Studios;3.92;1.78;0.03;0.51
Goblin Commander: Unleash the Horde;PS2;2003.00;Strategy;Jaleco;0.08;0.07;0;0.02
Brain Voyage;DS;2008.00;Puzzle;Eidos Interactive;0.06;0.02;0;0.01
Final Fantasy Crystal Chronicles: Echoes of Time;Wii;2009.00;Role-Playing;Square Enix;0.13;0.06;0.05;0.02
NASCAR 09;X360;2008.00;Racing;Electronic Arts;0.23;0;0;0.02
Shin Fortune Quest: Sokutaku no Kishi;PS;1996.00;Misc;Media Works;0;0;0.04;0
Peak Performance;PS;1997.00;Racing;JVC;0.02;0.01;0;0
Monster High 13 Wishes;WiiU;2013.00;Action;Little Orbit;0.02;0;0;0
Slime MoriMori Dragon Quest: Shougeki No Shippo Dan;GBA;2003.00;Adventure;Square Enix;0;0;0.36;0.01
The Powerpuff Girls: Chemical X-Traction;N64;2001.00;Action;BAM! Entertainment;0.13;0.03;0;0
Hunted: The Demon's Forge;PC;2011.00;Action;Bethesda Softworks;0.03;0.01;0;0.01
Guild 01;3DS;2012.00;Action;Level 5;0;0;0.05;0
Alien's Return;2600;1982.00;Action;ITT Family Games;0.32;0.02;0;0
Family Fortunes;Wii;2009.00;Misc;Mindscape;0;0.12;0;0.01
ZooCube;GC;2002.00;Puzzle;Acclaim Entertainment;0.02;0;0;0
Animorphs: Shattered Reality;PS;2000.00;Action;Infogrames;0.03;0.02;0;0
Kung-Fu: High Impact;X360;2011.00;Action;Black Bean Games;0.08;0.06;0;0.01
Shellshock;PS;1995.00;Action;Core Design Ltd.;0.06;0.04;0;0.01
The Sims: House Party;PC;2001.00;Simulation;Electronic Arts;1.23;0.83;0;0.1
Evolve;XOne;2015.00;Shooter;Take-Two Interactive;0.36;0.2;0;0.06
Yu Yu Hakusho Ghost Files: Spirit Detective;GBA;2003.00;Action;Atari;0.21;0.08;0;0.01
The Italian Job;XB;2003.00;Racing;Eidos Interactive;0.06;0.02;0;0
AC/DC LIVE: Rock Band Track Pack;Wii;2008.00;Misc;MTV Games;0.25;0;0;0.02
TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.9;PS3;2016.00;Misc;Namco Bandai Games;0;0;0.02;0
Musou Tourou;PSP;2009.00;Strategy;Nippon Ichi Software;0;0;0.01;0
Tales of Destiny;PS;1997.00;Role-Playing;Namco Bandai Games;0.09;0.06;0.83;0.07
WWE SmackDown vs. Raw 2009;Wii;2008.00;Fighting;THQ;0.44;0.31;0;0.08
Ragnarok Odyssey;PS3;2014.00;Role-Playing;GungHo;0.03;0.01;0;0.01
Power Pro Kun Pocket 14;DS;2011.00;Sports;Konami Digital Entertainment;0;0;0.12;0
Are You Smarter than a 5th Grader? Game Time;X360;2009.00;Puzzle;THQ;0.12;0;0;0.01
Pro Yaky? Spirits 2010;PSP;2010.00;Sports;Konami Digital Entertainment;0;0;0.24;0
Ghostbusters: The Video Game;PSP;2009.00;Action;Atari;0.16;0.01;0;0.02
Titan Quest;PC;2006.00;Role-Playing;THQ;0.01;0.04;0;0.01
Curious George;PS2;2006.00;Action;Namco Bandai Games;0.06;0.05;0;0.02
MindJack;X360;2011.00;Shooter;Square Enix;0.07;0.02;0;0.01
Sea Monsters: A Prehistoric Adventure;Wii;2007.00;Adventure;Zushi Games;0.04;0;0;0
MAG: Massive Action Game;PS3;2010.00;Shooter;Sony Computer Entertainment;0.77;0.3;0.09;0.16
Porsche Challenge;PS;1997.00;Racing;Sony Computer Entertainment;0.05;0.03;0;0.01
Elkrone no Atelier: Dear for Otomate;PSP;2012.00;Action;Idea Factory;0;0;0.02;0
NHL 2005;XB;2004.00;Sports;Electronic Arts;0.12;0.03;0;0.01
J-League Excite Stage '96;SNES;1996.00;Sports;Epoch;0;0;0.19;0
Yakuza 2;PS2;2006.00;Adventure;Sega;0.05;0.04;0.84;0.16
Barbie as The Island Princess;GBA;2007.00;Adventure;Activision;0.16;0.06;0;0
Disney Sports Soccer;GC;2002.00;Sports;Konami Digital Entertainment;0.03;0.01;0;0
Petz Fantasy 3D;3DS;2011.00;Simulation;Ubisoft;0.07;0;0;0
Snoopy vs the Red Baron;PSP;2006.00;Adventure;Namco Bandai Games;0.04;0;0;0
Castlevania Dracula X;SNES;1995.00;Platform;Konami Digital Entertainment;0.03;0.01;0.05;0
Peter Jackson's King Kong: The Official Game of the Movie;X360;2005.00;Action;Ubisoft;0.2;0.03;0;0.02
Knights in the Nightmare;PSP;2010.00;Role-Playing;Atlus;0.06;0;0.02;0.01
Neopets Puzzle Adventure;DS;2008.00;Puzzle;Capcom;0.26;0;0;0.02
Last Bronx;SAT;1996.00;Fighting;Sega;0;0;0.13;0
The Powerpuff Girls: Relish Rampage;PS2;2002.00;Action;BAM! Entertainment;0.22;0.17;0;0.06
Ridge Racer Revolution;PS;1995.00;Racing;Sony Computer Entertainment;0.17;0.12;0.71;0.07
Shifters;PS2;2002.00;Adventure;3DO;0.03;0.02;0;0.01
MLB 99;PS;1998.00;Sports;Sony Computer Entertainment;0.48;0.32;0;0.06
Gauntlet Legends;PS;2000.00;Action;Midway Games;0.26;0.18;0;0.03
Adventure Time: Explore the Dungeon Because I Don't Know!;3DS;2013.00;Action;D3Publisher;0.1;0.03;0;0.01
Fit & Fun;Wii;2011.00;Sports;Unknown;0;0.01;0;0
Just Dance 2016;X360;2015.00;Misc;Ubisoft;0.23;0.1;0;0.03
Assault: Retribution;PS;1998.00;Action;Telstar;0.07;0.05;0;0.01
Return Fire;PS;1996.00;Strategy;Time Warner Interactive;0.05;0.03;0;0.01
Silent Hunter 5: Battle of the Atlantic;PC;2010.00;Simulation;Ubisoft;0;0.21;0;0.05
Q*bert;PS;1999.00;Puzzle;Atari;0.46;0.32;0;0.05
Backyard Baseball '09;DS;2008.00;Sports;Atari;0.12;0;0;0.01
Just Dance 3;Wii;2011.00;Misc;Ubisoft;6.05;3.15;0;1.07
The Last Remnant;PC;2009.00;Role-Playing;Square Enix;0;0.01;0;0
The Ultimate Battle of the Sexes;Wii;2010.00;Misc;DTP Entertainment;0.01;0.01;0;0
Sonic X: Game Boy Advance Video Volume 1;GBA;2004.00;Misc;N/A;0.19;0.07;0;0
Indycar Series 2005;XB;2004.00;Action;Codemasters;0.06;0.02;0;0
Marker Man Adventures;DS;2009.00;Platform;Majesco Entertainment;0.02;0;0;0
Gravitar;2600;1982.00;Action;Atari;0.35;0.02;0;0
X2: Wolverine's Revenge;GBA;2003.00;Platform;Activision;0.14;0.05;0;0
Mother Goose no Himitsu no Yakata;PSP;2011.00;Adventure;Quinrose;0;0;0.03;0
Yu-Gi-Oh! Worldwide Edition: Stairway to the Destined Duel;GBA;2003.00;Misc;Konami Digital Entertainment;0.68;0.25;0;0.02
MAPLUS: Portable Navi 3;PSP;2009.00;Misc;Edia;0;0;0.02;0
NHL Hitz 20-02;PS2;2001.00;Sports;Midway Games;0.28;0.22;0;0.07
Batman: Arkham Origins Blackgate;PSV;2013.00;Action;Warner Bros. Interactive Entertainment;0.2;0.2;0;0.13
Naruto Shippuden: Legends: Akatsuki Rising;PSP;2009.00;Fighting;Namco Bandai Games;0.14;0;0;0.01
EyeCreate;PS3;2007.00;Misc;Sony Computer Entertainment;0;0.08;0;0.02
Vitamin R;PSP;2013.00;Adventure;D3Publisher;0;0;0.02;0
Rave Master: Special Attack Force!;GBA;2002.00;Fighting;Konami Digital Entertainment;0.01;0;0;0
Frozen: Olaf's Quest;3DS;2013.00;Platform;Disney Interactive Studios;0.27;0.26;0;0.05
7th Dragon III Code: VFD;3DS;2015.00;Role-Playing;Sega;0.03;0;0.12;0
Beaterator;PSP;2009.00;Misc;Take-Two Interactive;0.06;0.02;0;0.02
Wall-E;DS;2008.00;Platform;THQ;0.46;0.83;0;0.17
Tom Clancy's Splinter Cell: Pandora Tomorrow;PS2;2004.00;Action;Ubisoft;0.52;0.56;0;0.17
Naruto Shippuden: Ultimate Ninja Heroes 3;PSP;2009.00;Fighting;Namco Bandai Games;0.13;0.04;0.19;0.03
Dynasty Warriors 6 Empires;X360;2009.00;Action;Tecmo Koei;0.16;0.02;0.04;0.02
Venetica;X360;2010.00;Role-Playing;DTP Entertainment;0.09;0.03;0;0.01
Real World Golf;XB;2006.00;Sports;Mad Catz;0.02;0.01;0;0
Need for Speed: Shift 2 Unleashed;X360;2011.00;Racing;Electronic Arts;0.18;0.22;0;0.04
My Animal Centre;Wii;2009.00;Simulation;Deep Silver;0;0.02;0;0
Cabela's North American Adventures;PS2;2010.00;Sports;Activision;0.04;0.03;0;0.01
The Tale of Despereaux;PS2;2008.00;Platform;Brash Entertainment;0.17;0.13;0;0.04
Big League Sports: Summer;DS;2009.00;Sports;Activision;0.1;0;0;0.01
The Story of Noah's Ark;DS;2010.00;Action;SouthPeak Games;0.1;0;0;0.01
Pong / Asteroids / Yars' Revenge;GBA;2005.00;Misc;Zoo Digital Publishing;0.05;0.02;0;0
Bounty Hounds;PSP;2006.00;Action;Namco Bandai Games;0.03;0;0;0
Mobile Suit Gundam version 2.0;PS;1996.00;Action;Namco Bandai Games;0;0;0.36;0.02
Imagine: Zookeeper;DS;2009.00;Simulation;Ubisoft;0.16;0.06;0;0.02
Harry Potter: Quidditch World Cup;XB;2003.00;Sports;Electronic Arts;0.14;0.04;0;0.01
The Legend of Zelda: Four Swords Adventures;GC;2004.00;Action;Nintendo;0.63;0.16;0;0.02
Le Mans 24 Hours;PS2;2001.00;Racing;Infogrames;0.09;0.07;0.02;0.02
Zoo Tycoon;PC;2001.00;Strategy;Microsoft Game Studios;0;0.03;0;0.01
The SpongeBob SquarePants Movie;GBA;2004.00;Platform;THQ;1.02;0.38;0;0.06
War Gods;N64;1997.00;Fighting;Midway Games;0.23;0.06;0;0
Melty Blood: Act Cadenza;PS2;2006.00;Fighting;Sega;0;0;0.11;0
Marie no Atelier: Salburg no Renkinjutsushi;PS;1997.00;Role-Playing;Gust;0;0;0.23;0.02
Chopper Attack;N64;1997.00;Action;GT Interactive;0.09;0.02;0;0
Resident Evil 4;PC;2007.00;Action;Ubisoft;0;0.02;0;0.01
Evolve;PS4;2015.00;Shooter;Take-Two Interactive;0.35;0.41;0.05;0.15
Raiders of the Lost Ark;2600;1981.00;Action;Atari;0.46;0.03;0;0.01
Far Cry 2;PC;2008.00;Action;Ubisoft;0.01;0.45;0;0.03
Pen 1 Grand Prix: Penguin no Mondai Special;DS;2009.00;Fighting;Konami Digital Entertainment;0;0;0.16;0
Hitman 2: Silent Assassin;PS2;2002.00;Action;Eidos Interactive;1.36;1.15;0.04;0.41
James Bond 007: Nightfire;GBA;2003.00;Shooter;Electronic Arts;0.1;0.04;0;0
Disney's PK: Out of the Shadows;GC;2002.00;Platform;Ubisoft;0.04;0.01;0;0
Far Cry Instincts;XB;2005.00;Shooter;Ubisoft;0.32;0.24;0;0.02
SSX Tricky;GBA;2002.00;Sports;Electronic Arts;0.14;0.05;0;0
ZombiU;WiiU;2012.00;Action;Ubisoft;0.53;0.36;0.05;0.08
IL-2 Sturmovik: Birds of Prey;X360;2009.00;Simulation;505 Games;0.23;0.24;0;0.05
Tigger's Honey Hunt;N64;2000.00;Platform;Ubisoft;0.16;0.04;0;0
Big Ichigeki! Pachi-Slot Taikouryku Universal Museum;SAT;1996.00;Misc;ASK;0;0;0.03;0
Dragon Ball Z: Ultimate Tenkaichi;X360;2011.00;Fighting;Namco Bandai Games;0.39;0.1;0.01;0.04
Cabela's Dangerous Hunts 2009;X360;2008.00;Sports;Activision;0.12;0;0;0.01
ATV: Quad Frenzy;DS;2005.00;Racing;Majesco Entertainment;0.1;0;0;0.01
Kidou Senshi Gundam F91: Formula Senki 0122;SNES;1991.00;Strategy;Namco Bandai Games;0;0;0.33;0
The Polar Express;GBA;2004.00;Adventure;THQ;0.14;0.05;0;0
Stormrise;PS3;2009.00;Strategy;Sega;0.13;0.02;0;0.02
Final Fantasy VI;PS;1999.00;Role-Playing;Sony Computer Entertainment;0;0;0.08;0.01
Call of Duty: Modern Warfare Trilogy;X360;2016.00;Shooter;Activision;0.01;0.01;0;0
Sonic Rush;DS;2005.00;Platform;Sega;1.22;1.57;0.06;0.29
Dragon Quest Builders: Revive Alefgard;PSV;2016.00;Role-Playing;Square Enix;0;0;0.3;0
Strike Witches 2: Iyasu Naosu Punipunisuru;DS;2010.00;Action;Kadokawa Shoten;0;0;0.02;0
Medal of Honor: European Assault (All Region sales);PS2;2005.00;Shooter;Electronic Arts;0.89;0.69;0.09;0.21
Defiance;PC;2013.00;Shooter;Trion Worlds;0.14;0.04;0;0.02
Call Of Duty 2: Big Red One;XB;2005.00;Shooter;Activision;0.66;0.4;0;0.05
Margot's Word Brain;Wii;2008.00;Puzzle;Zoo Digital Publishing;0.12;0;0;0.01
The Punisher;PS2;2005.00;Action;THQ;0.25;0.2;0;0.07
Centipede / Breakout / Warlords;GBA;2005.00;Misc;Zoo Digital Publishing;0.05;0.02;0;0
Siren;PS2;2003.00;Adventure;Sony Computer Entertainment;0.09;0.07;0;0.02
Harvest Moon: Back to Nature;PS;1999.00;Simulation;Ubisoft;0.11;0.07;0.12;0.02
BloodRayne 2;XB;2004.00;Shooter;THQ;0.11;0.03;0;0.01
Armorines: Project S.W.A.R.M.;N64;1999.00;Shooter;Acclaim Entertainment;0.21;0.05;0;0
Midway's Greatest Arcade Hits Volume 1;N64;2000.00;Misc;Midway Games;0.19;0.05;0;0
Burnout 2: Point of Impact;GC;2003.00;Racing;Acclaim Entertainment;0.12;0.03;0;0
Fatal Fury: Battle Archives Volume 1 (JP sales);PS2;2006.00;Fighting;Ignition Entertainment;0;0;0.01;0
Shrek: Ogres & Dronkeys;DS;2007.00;Simulation;Activision;0.26;0;0;0.02
World Stadium 4;PS;2000.00;Sports;Namco Bandai Games;0;0;0.15;0.01
The Amazing Spider-Man 2 (2014);WiiU;2014.00;Action;Activision;0.03;0.02;0;0
Lupin III: Lupin ni wa Shi o, Zenigata ni wa Koi o;PS2;2007.00;Adventure;505 Games;0;0;0.05;0
Kiniro no Corda 2 f;PSP;2009.00;Role-Playing;Tecmo Koei;0;0;0.04;0
National Geographic Challenge!;PS3;2011.00;Misc;Black Bean Games;0.01;0.03;0;0.01
Ridge Racer 7;PS3;2006.00;Racing;Namco Bandai Games;0.24;0.7;0.16;0.26
Dead Space;PS3;2008.00;Action;Electronic Arts;1.05;0.67;0;0.3
Petz: Catz 2;DS;2007.00;Simulation;Ubisoft;0.51;0.4;0;0.11
Mouse Trap;2600;1981.00;Action;Coleco;0.38;0.02;0;0
Digimon Rumble Arena 2;GC;2004.00;Fighting;Atari;0.03;0.01;0;0
Naruto Shippuden: Shinobi Rumble;DS;2010.00;Fighting;Takara Tomy;0.03;0;0.05;0
3D Dot Game Heroes;PS3;2009.00;Role-Playing;SouthPeak Games;0.36;0.12;0.03;0.07
Leisure Suit Larry: Box Office Bust;X360;2009.00;Adventure;Codemasters;0.14;0.01;0;0.01
Pro Evolution Soccer 2014;PC;2013.00;Action;Konami Digital Entertainment;0;0.09;0;0.02
Kingdom Under Fire: Circle of Doom;X360;2007.00;Role-Playing;Microsoft Game Studios;0.18;0.12;0.04;0.04
Don Bradman Cricket 14;PS3;2014.00;Sports;Tru Blu Entertainment;0;0.02;0;0
The Walking Dead: Season One;X360;2012.00;Adventure;Avanquest Software;0.55;0.14;0;0.05
Fire Emblem: Radiant Dawn;Wii;2007.00;Strategy;Nintendo;0.28;0.03;0.17;0.03
Pipe Mania;PS2;2008.00;Puzzle;Empire Interactive;0.07;0.05;0;0.02
SpongeBob's Truth or Square;X360;2009.00;Action;THQ;0.03;0.04;0;0
J-League Pro Soccer Club wo Tsukurou! 2;SAT;1997.00;Sports;Sega;0;0;0.49;0
Michael Jackson: The Experience;PSP;2010.00;Misc;Ubisoft;0.11;0.03;0;0.02
Tales of Berseria;PS4;2016.00;Role-Playing;Namco Bandai Games;0;0;0.22;0
Jikkyou Powerful Pro Yakyuu DreamCast Edition;DC;2000.00;Sports;Konami Digital Entertainment;0;0;0.06;0
Class of Heroes;PSP;2008.00;Role-Playing;Acquire;0.06;0;0.08;0.01
Resident Evil - Code: Veronica;DC;2000.00;Action;Eidos Interactive;0.41;0.23;0.47;0.03
Kane & Lynch: Dead Men;X360;2007.00;Shooter;Eidos Interactive;0.36;0.31;0.01;0.08
Destroy All Humans!;XB;2005.00;Shooter;THQ;0.34;0.11;0;0.02
NBA Ballers: Chosen One;X360;2008.00;Sports;Midway Games;0.17;0;0;0.01
Resident Evil 5;X360;2009.00;Action;Capcom;2.11;0.94;0.12;0.34
Sonic Mega Collection;GC;2002.00;Misc;Infogrames;1.47;0.48;0.05;0.06
Resident Evil: Operation Raccoon City;PS3;2012.00;Action;Capcom;0.48;0.25;0.36;0.1
Chuugaku Eitango Target 1800 DS;DS;2006.00;Misc;IE Institute;0;0;0.07;0
Fate/Stay Night [RÃ©alta Nua];PSV;2012.00;Adventure;Kadokawa Shoten;0;0;0.06;0
MVP Baseball 2004;GC;2004.00;Sports;Electronic Arts;0.2;0.05;0;0.01
Breath of Fire III;PSP;2005.00;Role-Playing;Capcom;0;0.03;0;0.01
Space Battleship Yamato: Harukanaru Hoshi Iscandar;PS;1999.00;Strategy;Namco Bandai Games;0;0;0.16;0.01
City Crisis;PS2;2001.00;Simulation;Take-Two Interactive;0.06;0.05;0;0.02
Mobile Suit Gundam Side Story: Missing Link;PS3;2014.00;Action;Namco Bandai Games;0;0;0.12;0
Dragon Ball Z: Budokai Tenkaichi 3;Wii;2007.00;Fighting;Atari;0.33;0.37;0.26;0.09
The Legend of Heroes: Trails in the Sky Second Chapter;PSP;2007.00;Role-Playing;Falcom Corporation;0;0;0.06;0
Paws & Claws: Pet Vet;DS;2007.00;Simulation;THQ;0.6;0;0;0.05
Schlag den Raab;PC;2010.00;Misc;Namco Bandai Games;0;0.02;0;0.01
Indiana Jones and the Staff of Kings;Wii;2009.00;Action;Activision;0.36;0.3;0;0.08
Secret Agent Clank(US sales);PSP;2008.00;Platform;Sony Computer Entertainment;0.33;0.22;0;0
Post Mortem;PC;2003.00;Adventure;Microids;0;0.01;0;0
Petz: Hamsterz Life 2;GBA;2007.00;Misc;Ubisoft;0.01;0;0;0
Madden NFL 09;PS2;2008.00;Sports;Electronic Arts;1.22;0;0;0.27
Alundra;PS;1997.00;Role-Playing;Psygnosis;0.13;0.09;0;0.01
The Elder Scrolls IV: Oblivion;PS3;2007.00;Role-Playing;Ubisoft;1.69;0.87;0.14;0.42
Super Robot Taisen MX Portable;PSP;2005.00;Strategy;Banpresto;0;0;0.09;0
Plants vs. Zombies: Garden Warfare;PC;2014.00;Shooter;Electronic Arts;0;0.02;0;0
Plants vs. Zombies;PC;2009.00;Strategy;PopCap Games;0;0.04;0;0.01
